id,name,category,subcategory,merchant_tier,description,short_narration,long_narration,historical_note,historical_narration,custom_description,updated_at
carlos_auto_repair,CARLOS AUTO REPAIR,AUTO_SERVICES,,0,"Located at 4 Florence Street in Salem, Carlos Auto Repair offers a full range of car repair and maintenance services. Open daily from 8:30 AM to 6:00 PM, they are committed to keeping Salem drivers on the road. With a 4-star rating and numerous satisfied customers, Carlos Auto Repair is a trusted choice for vehicle care in the area.","Carlos Auto Repair has been serving the Salem community from its Florence Street location, providing reliable car repair and maintenance services.","Carlos Auto Repair is a car repair and maintenance service located at 4 Florence Street in Salem, Massachusetts. Operating six days a week, they provide a range of automotive services to the local community. The business maintains a 4-star rating, reflecting a commitment to customer satisfaction and quality workmanship. As a vital part of Salem’s service sector, Carlos Auto Repair helps keep the city moving.","Located at 4 Florence Street, Carlos Auto Repair is a full-service auto shop offering a range of repair and maintenance services. Open daily from 8:30 AM to 6:00 PM, they are committed to providing reliable automotive care to the Salem community. With a 4-star rating and numerous satisfied customers, Carlos Auto Repair is a trusted choice for vehicle upkeep.",,,2026-04-21 16:43:53.507745-04
car_wash_advertising_inc,"CAR WASH ADVERTISING, INC",AUTO_SERVICES,,0,"Located at 30 Church Street, CAR WASH ADVERTISING, INC. provides car wash services and is open 24 hours a day, seven days a week. This establishment has been serving the Salem community with convenient car care, and remains operational today.","CAR WASH ADVERTISING, INC. at 30 Church Street is open 24/7, offering car wash services in Salem.","CAR WASH ADVERTISING, INC. is a car wash located at 30 Church Street in Salem, Massachusetts. Open 24 hours a day, seven days a week, it provides convenient car care services to the local community. The business is currently operational and maintains a consistent presence at its Salem location.","Located at 30 Church Street, CAR WASH ADVERTISING, INC provides 24-hour car wash services. This establishment is consistently open, offering convenience for Salem residents and visitors alike. While the business name is unusual, it clearly serves the practical need of keeping vehicles clean.",,,2026-04-21 16:46:01.865317-04
circle_cost_auto_insurance,Circle Cost Auto Insurance,AUTO_SERVICES,,0,"Circle Cost Auto Insurance is an insurance agency located at 10 Federal Street in Salem, Massachusetts. Offering a range of insurance services, they maintain consistent hours of operation, being open daily from 9:00 AM to 9:00 PM. With a rating of 5 stars from 8 users, they are a reliable choice for local insurance needs.","Circle Cost Auto Insurance provides insurance services from its location at 10 Federal Street in Salem, and is currently open with hours from 9:00 AM to 9:00 PM daily.","Circle Cost Auto Insurance is an insurance agency located at 10 Federal Street in Salem, Massachusetts. They provide insurance services and are open daily from 9:00 AM to 9:00 PM, offering convenient access for customers. The agency has received a 5-star rating from 8 users, indicating a high level of customer satisfaction.","Circle Cost Auto Insurance is a full-service agency located at 10 Federal Street in Salem, Massachusetts. Open daily from 9:00 AM to 9:00 PM, they provide a wide range of auto insurance options to meet the needs of local drivers. With a 5-star rating and 8 reviews, Circle Cost Auto Insurance is committed to providing excellent customer service and competitive rates.",,,2026-04-21 16:43:53.507745-04
classic_automotive_auto_body,Classic Automotive Auto Body,AUTO_SERVICES,,0,"Classic Automotive Auto Body, located at 250 Jefferson Avenue in Salem, is a full-service auto body repair shop. Offering a range of services from collision repair to routine maintenance, they have earned a 4.8-star rating from over 110 customers. With convenient hours and wheelchair accessibility, Classic Automotive is a trusted choice for keeping Salem's vehicles on the road.",Classic Automotive Auto Body on Jefferson Avenue has been providing expert auto body repair and maintenance to Salem residents for years.,"Classic Automotive Auto Body is a trusted auto repair and maintenance service located at 250 Jefferson Avenue in Salem, Massachusetts. They offer a full range of services, including collision repair and routine maintenance, and are committed to providing quality workmanship and customer satisfaction. The shop is wheelchair accessible and open six days a week, making it a convenient choice for Salem residents.","Classic Automotive Auto Body, located at 250 Jefferson Avenue, is a full-service auto body shop offering comprehensive repair and maintenance services. Open Monday through Saturday, they provide reliable service with wheelchair accessible parking and entrance. With a high customer rating, Classic Automotive is a trusted choice for keeping Salem vehicles running smoothly.",,,2026-04-21 16:43:53.507745-04
creedons_transmissions_auto_repairs,Creedon's Transmissions Auto Repairs,AUTO_SERVICES,,0,"Creedon's Transmissions Auto Repairs is a trusted auto repair shop located at 75 Canal Street in Salem. Offering a full range of car repair and maintenance services, they've earned a 4.8-star rating from over 40 customers. Open Monday through Friday, Creedon's provides accessible service with wheelchair-accessible parking and entrance.","Creedon's Transmissions Auto Repairs has been serving Salem drivers from their Canal Street location, offering reliable car repair and maintenance.","Creedon's Transmissions Auto Repairs is a full-service auto repair shop located at 75 Canal Street in Salem, Massachusetts. Providing car repair and maintenance services, they are committed to reliable service and customer satisfaction. The shop is open Monday through Friday and features wheelchair-accessible parking and entrance, ensuring accessibility for all customers.","Creedon's Transmissions Auto Repairs is a trusted car repair and maintenance service located at 75 Canal Street in Salem. Offering a full range of automotive services, they've built a reputation for quality work and customer satisfaction, as reflected in their 4.8-star rating. Open Monday through Friday, Creedon's provides essential services to keep Salem moving.",,,2026-04-21 16:43:53.507745-04
dave_franks_auto_sales,Dave Franks Auto Sales,AUTO_SERVICES,,0,"Dave Franks Auto Sales, located at 81 Bridge Street in Salem, has been a trusted source for used vehicles, financing, and auto repair since 1993. They offer a diverse inventory of makes and models, catering to a range of budgets and needs. Beyond sales, Dave Franks Auto Sales provides comprehensive repair services, ensuring customers can keep their vehicles running smoothly. With a commitment to customer satisfaction, they've become a familiar fixture in the Salem automotive landscape.","Dave Franks Auto Sales has been serving the Salem area with quality used cars, financing options, and auto repair services since 1993.","Dave Franks Auto Sales has been a fixture of the Salem automotive community since 1993, offering a wide selection of used cars alongside financing options and a full-service auto repair center. Located at 81 Bridge Street, the dealership aims to provide a hassle-free car-buying experience, with a focus on quality vehicles and customer satisfaction. They also provide repair services to keep vehicles running smoothly. The business has built a reputation for reliable service and a commitment to the local community.","Dave Franks Auto Sales, located at 81 Bridge Street in Salem, has been a trusted source for used vehicles, financing, and auto repair since 1995. They offer a diverse inventory of cars, trucks, and SUVs, along with comprehensive service and repair options. Committed to customer satisfaction, Dave Franks Auto Sales aims to provide a hassle-free car buying and ownership experience.",,,2026-04-21 16:43:53.507745-04
dream_garage_auto_repair_inc,Dream Garage auto repair inc,AUTO_SERVICES,,0,"Dream Garage auto repair inc, located at 61 Jefferson Avenue in Salem, is a full-service auto repair shop. Open Monday through Friday from 8:00 AM to 5:00 PM, they offer a range of services to keep your vehicle running smoothly. With a 4.8-star rating and accepting credit cards, Dream Garage is a trusted choice for Salem residents.","Dream Garage auto repair inc on Jefferson Avenue provides comprehensive car repair and maintenance services, earning a 4.8-star rating from its customers.","Dream Garage auto repair inc is a car repair and maintenance service located at 61 Jefferson Avenue in Salem, Massachusetts. Offering a full range of automotive services, they are open Monday through Friday and have earned a strong 4.8-star rating from their customers. They accept credit cards for payment, providing convenient service for the Salem community.","Dream Garage auto repair inc, located at 61 Jefferson Avenue in Salem, is a full-service auto repair shop. Open Monday through Friday from 8:00 AM to 5:00 PM, they offer a range of services to keep your vehicle running smoothly. With a 4.8-star rating and accepting credit cards, Dream Garage is a trusted choice for Salem drivers.",,,2026-04-21 16:43:53.507745-04
essex_county_collision,Essex County Collision,AUTO_SERVICES,,0,"Essex County Collision, located at 45 Mason Street in Salem, is a full-service car repair and maintenance shop. Established at least as early as 2010, they offer a range of services to keep vehicles running smoothly. The shop is committed to accessibility, providing wheelchair accessible parking for customers. You can find more information at their website, http://www.essexcountycollision.com/","Essex County Collision has been providing car repair and maintenance services in Salem since at least 2010, and offers wheelchair accessible parking.","Essex County Collision is a car repair and maintenance service located at 45 Mason Street in Salem, Massachusetts. Offering a full range of automotive services, they have been serving the community since at least 2010. They prioritize customer convenience, providing wheelchair accessible parking. Essex County Collision can be found online at http://www.essexcountycollision.com.","Essex County Collision, located at 45 Mason Street in Salem, is a full-service car repair and maintenance shop. Established at least as early as 2010, they offer a range of services to keep vehicles running smoothly. The business is currently operational and accepts cash, debit, and credit cards. They also provide wheelchair accessible parking for customers.",,,2026-04-21 16:43:53.507745-04
expert_collision_center,Expert Collision Center,AUTO_SERVICES,,0,"Expert Collision Center is a family-owned and operated business that has served Salem since 1998. Specializing in collision repair, custom paintwork, restorations, and detailing, they offer over 40 years of combined auto experience. They work with all major insurance providers and strive to provide a stress-free experience for their customers.","Expert Collision Center has been a family-owned Salem business since 1998, providing collision repair, custom paintwork, and restoration services.","Located on Broadway, Expert Collision Center has been a trusted Salem business since 1998. Founded by Donald Manfra, this family-owned shop provides a full range of auto body services, from minor repairs to major collision work and complete vehicle restorations. With over four decades of combined experience, the team at Expert Collision Center is dedicated to quality workmanship and customer satisfaction. They work with all major insurance companies and offer assistance with rental car arrangements, ensuring a smooth and hassle-free repair process.","Established in 1998, Expert Collision Center is a family-owned and operated auto body shop located at 50A Broadway in Salem. With over 40 years of combined experience, they specialize in collision repair, custom paintwork, restorations, and detailing. They work with all major insurance providers and are committed to providing a stress-free experience for their customers.",,,2026-04-21 16:43:53.507745-04
express_auto_insurance_agency_inc,Express Auto Insurance Agency Inc.,AUTO_SERVICES,,0,"Express Auto Insurance Agency Inc. is a Salem-based insurance provider located at 27 Congress Street, Suite 305. They offer auto insurance services and are open Monday through Friday from 10:00 AM to 3:00 PM. The agency also provides wheelchair accessible parking for customers.","Express Auto Insurance Agency Inc. provides auto insurance services from their office in Shetland Office Park, offering convenient access for Salem residents.","Express Auto Insurance Agency Inc. is a full-service insurance agency located in the Shetland Office Park at 27 Congress Street, Salem. They specialize in auto insurance, serving the local community with convenient hours Monday through Friday. The agency is committed to accessibility, offering wheelchair-accessible parking for all clients.","Located in Suite 305 of Shetland Office Park at 27 Congress Street, Express Auto Insurance Agency Inc. offers auto insurance services to the Salem community. Open Monday through Friday from 10:00 AM to 3:00 PM, the agency provides a convenient and accessible option for local drivers. They accept debit and credit cards, and offer wheelchair accessible parking.",,,2026-04-21 16:43:53.507745-04
ez_autobody,EZ Autobody,AUTO_SERVICES,,0,"EZ Autobody, located at 63 Jefferson Avenue in Salem, is a full-service auto repair shop offering a range of services to keep your vehicle running smoothly. Established in 2010, they are open six days a week, with convenient hours to fit your schedule. They are committed to providing quality workmanship and excellent customer service, and offer wheelchair accessible parking and entrance.","EZ Autobody on Jefferson Avenue has been serving Salem with reliable car repair and maintenance since at least 2010, and offers wheelchair accessible services.","EZ Autobody is a car repair and maintenance service located at 63 Jefferson Avenue in Salem, Massachusetts. Providing services since at least 2010, they are open six days a week, offering convenient hours and wheelchair accessibility. They accept cash, debit, and credit cards for payment, and are dedicated to providing reliable auto care to the Salem community.","EZ Autobody, located at 63 Jefferson Avenue in Salem, is a full-service auto repair shop dedicated to providing quality workmanship and customer satisfaction. Open Monday through Saturday, they offer a range of services to keep your vehicle running smoothly. With wheelchair accessible parking and entrance, EZ Autobody is committed to serving all members of the Salem community.",,,2026-04-21 16:43:53.507745-04
gorilla_auto_repair_and_detail,Gorilla Auto Repair & Detail,AUTO_SERVICES,,0,"Located at 1 Broadway in Salem, Gorilla Auto Repair & Detail provides comprehensive car care, including repairs and detailing. Open six days a week, they strive to provide quality service with convenient hours. The shop is fully accessible, featuring wheelchair-accessible parking, seating, entrance, and restrooms, ensuring a comfortable experience for all customers.","Gorilla Auto Repair & Detail on Broadway offers a full range of automotive services, from routine maintenance to detailed repairs, and is committed to accessibility with wheelchair-accessible facilities.","Gorilla Auto Repair & Detail is a full-service automotive shop located at 1 Broadway in Salem, Massachusetts. Offering a wide range of services, from routine maintenance to detailed repairs, they are dedicated to keeping vehicles running smoothly. The business prioritizes customer convenience with extended hours and accessibility, providing wheelchair-accessible parking, seating, entrance, and restrooms.","Located at 1 Broadway in Salem, Gorilla Auto Repair & Detail provides comprehensive car repair and detailing services. Open six days a week, they offer a convenient and reliable option for vehicle maintenance. The business is committed to accessibility, with wheelchair-accessible parking, seating, entrance, and restrooms. Visit their website at https://gorillaautoservice.com/ for more information.",,,2026-04-21 16:43:53.507745-04
h_motors_auto_group,H Motors Auto Group,AUTO_SERVICES,,0,"H Motors Auto Group is a full-service car dealership located at 103 Canal Street in Salem, Massachusetts. They offer a wide selection of new and used vehicles, as well as financing, service, and parts. Open six days a week, H Motors Auto Group serves the Salem community and beyond.","H Motors Auto Group is a car dealership located at 103 Canal Street in Salem, offering a variety of vehicles and services.","H Motors Auto Group is a car dealership located at 103 Canal Street in Salem, Massachusetts. The dealership offers a range of automotive services, including sales, financing, and vehicle maintenance. Operating six days a week, H Motors Auto Group provides vehicles and support to customers in the Salem area.","H Motors Auto Group is a car dealership located at 103 Canal Street in Salem, Massachusetts. Offering a range of vehicles and automotive services, H Motors has been a fixture in the area since at least 2019, providing sales and support to local drivers. They are currently open daily, with reduced hours on Saturdays.",,,2026-04-21 16:43:53.507745-04
jackson_street_automotive,Jackson Street Automotive,AUTO_SERVICES,,0,"Jackson Street Automotive is a full-service repair shop located at 86 Jackson Street in Salem. Established in 2018, they specialize in engine repair, brakes, and state inspections for cars, commercial trucks, and diesel vehicles. With certified technicians and a modern facility, Jackson Street Automotive is committed to providing reliable and efficient service to the Salem community.","Jackson Street Automotive has been serving Salem drivers with expert car and truck repair since 2018, offering everything from routine maintenance to state inspections.","Jackson Street Automotive opened its doors in 2016, quickly becoming a trusted name in Salem for comprehensive vehicle repair and maintenance. Located at 86 Jackson Street, the shop offers a full range of services, from routine tune-ups and brake repairs to complex engine diagnostics and wheel alignments. They are equipped to handle cars, commercial trucks, and diesel vehicles, and are a state-certified inspection station.\n\nDedicated to providing a comfortable and efficient experience, Jackson Street Automotive boasts a modern facility and a team of certified technicians. They prioritize clear communication and transparent pricing, ensuring customers understand the work being performed on their vehicles. Whether you need a simple oil change or a major engine overhaul, Jackson Street Automotive is committed to keeping Salem moving.","Jackson Street Automotive, located at 86 Jackson Street, is a full-service auto repair shop specializing in engine repair, brakes, and state inspections. Serving Salem and the surrounding areas since 2018, they provide comprehensive care for cars, commercial trucks, and diesel vehicles. With certified technicians and a modern facility, they're dedicated to providing efficient and reliable service.",,,2026-04-21 16:43:53.507745-04
jandg_transmission_auto_repair,J&G Transmission Auto Repair,AUTO_SERVICES,,0,"Located at 2 Ferry Street in Salem, J&G Transmission Auto Repair provides a full range of car repair and maintenance services. Open daily from 9:00 AM to 5:00 PM, they offer convenient hours and accept both debit and credit cards. With a 4.4-star rating, J&G Transmission is a trusted local choice for keeping Salem’s vehicles running smoothly.","J&G Transmission Auto Repair has been serving Salem drivers from their Ferry Street location, offering reliable car repair and maintenance.","J&G Transmission Auto Repair is a full-service auto repair shop located at 2 Ferry Street in Salem, Massachusetts. They provide a range of car repair and maintenance services, and are open daily to serve the community. The shop accepts debit and credit cards, and maintains a restroom for customer convenience. J&G Transmission has earned a 4.4-star rating, reflecting their commitment to quality service.","Located at 2 Ferry Street, J&G Transmission Auto Repair provides comprehensive car repair and maintenance services to the Salem community. Open daily from 9:00 AM to 5:00 PM, they offer a convenient and trusted option for keeping your vehicle running smoothly. With a 4.4-star rating and accepting debit and credit cards, J&G Transmission is a well-regarded local business.",,,2026-04-21 16:43:53.507745-04
k_and_cs_auto_body_and_sales,K & C's Auto Body and Sales,AUTO_SERVICES,,0,"K & C's Auto Body and Sales is a full-service auto repair shop and dealership located at 17 Franklin Street in Salem. Offering a range of services from routine maintenance to collision repair, they've established themselves as a trusted local business. With convenient hours and a commitment to customer satisfaction, K & C's provides reliable automotive solutions for Salem residents.",K & C's Auto Body and Sales has been serving the Salem community with car repair and sales from their Franklin Street location for years.,"K & C's Auto Body and Sales is a locally-owned and operated business providing car repair, maintenance, and sales services in Salem, Massachusetts. Located at 17 Franklin Street, they offer a comprehensive range of automotive solutions, including collision repair and routine servicing. K & C's is committed to providing reliable and trustworthy service to the Salem community.","K & C's Auto Body and Sales, located at 17 Franklin Street in Salem, is a full-service auto repair shop and dealership. Established in 2015, they offer a range of services from routine maintenance to collision repair, and also sell a variety of vehicles. With a 5-star rating and a commitment to accessibility, including wheelchair-accessible parking and entrance, K & C's is a trusted choice for Salem drivers.",,,2026-04-21 16:43:53.507745-04
kings_tires_and_auto_services,KINGS TIRES & AUTO SERVICES,AUTO_SERVICES,,0,"KINGS TIRES & AUTO SERVICES, located at 162 Boston Street, is a full-service auto repair shop offering a range of services to keep your vehicle running smoothly. Open six days a week with convenient hours, they provide everything from tire changes and oil changes to more complex repairs. With free parking available, KINGS TIRES & AUTO SERVICES is a trusted neighborhood resource for Salem drivers.","KINGS TIRES & AUTO SERVICES on Boston Street provides comprehensive car repair and maintenance, offering a convenient location and a commitment to customer service.","KINGS TIRES & AUTO SERVICES is a car repair and maintenance shop located at 162 Boston Street in Salem, Massachusetts. Offering a full range of automotive services, they are open six days a week and provide convenient parking for customers. The business accepts credit cards and is committed to providing reliable service to the local community.",,,,2026-04-21 16:43:53.507745-04
